run_dir,problem,number_of_variables,number_of_eval,population_size,offspring_population_size,number_of_islands,migrant_selection_strategy,migration_interval,number_of_emigrants,island,step,evaluation,best_fitness,island_best_so_far,global_best_at_evaluation,global_best_so_far
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,1,12,-11.0,-11.0,-14.0,-14.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,2,16,-11.0,-11.0,-14.0,-14.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,3,20,-12.0,-12.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,4,24,-13.0,-13.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,5,28,-13.0,-13.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,6,32,-13.0,-13.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,7,36,-13.0,-13.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,8,40,-13.0,-13.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,9,44,-13.0,-13.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,10,48,-13.0,-13.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,11,52,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,12,56,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,13,60,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,14,64,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,15,68,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,16,72,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,17,76,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,18,80,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,19,84,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,20,88,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,21,92,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,0,22,96,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,1,12,-10.0,-10.0,-14.0,-14.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,2,16,-10.0,-10.0,-14.0,-14.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,3,20,-10.0,-10.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,4,24,-11.0,-11.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,5,28,-11.0,-11.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,6,32,-11.0,-11.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,7,36,-11.0,-11.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,8,40,-11.0,-11.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,9,44,-11.0,-11.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,10,48,-11.0,-11.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,11,52,-11.0,-11.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,12,56,-11.0,-11.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,13,60,-12.0,-12.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,14,64,-12.0,-12.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,15,68,-12.0,-12.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,16,72,-13.0,-13.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,17,76,-13.0,-13.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,18,80,-13.0,-13.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,19,84,-14.0,-14.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,20,88,-14.0,-14.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,21,92,-14.0,-14.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,1,22,96,-14.0,-14.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,1,12,-11.0,-11.0,-14.0,-14.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,2,16,-12.0,-12.0,-14.0,-14.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,3,20,-12.0,-12.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,4,24,-13.0,-13.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,5,28,-13.0,-13.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,6,32,-13.0,-13.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,7,36,-13.0,-13.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,8,40,-13.0,-13.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,9,44,-14.0,-14.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,10,48,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,11,52,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,12,56,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,13,60,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,14,64,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,15,68,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,16,72,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,17,76,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,18,80,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,19,84,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,20,88,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,21,92,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,10,22,96,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,1,12,-13.0,-13.0,-14.0,-14.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,2,16,-13.0,-13.0,-14.0,-14.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,3,20,-13.0,-13.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,4,24,-14.0,-14.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,5,28,-15.0,-15.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,6,32,-15.0,-15.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,7,36,-15.0,-15.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,8,40,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,9,44,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,10,48,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,11,52,-15.0,-15.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,12,56,-16.0,-16.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,13,60,-16.0,-16.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,14,64,-17.0,-17.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,15,68,-17.0,-17.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,16,72,-17.0,-17.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,17,76,-17.0,-17.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,18,80,-17.0,-17.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,19,84,-17.0,-17.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,20,88,-17.0,-17.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,21,92,-17.0,-17.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,11,22,96,-17.0,-17.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,1,12,-7.0,-7.0,-14.0,-14.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,2,16,-7.0,-7.0,-14.0,-14.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,3,20,-8.0,-8.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,4,24,-8.0,-8.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,5,28,-8.0,-8.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,6,32,-10.0,-10.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,7,36,-10.0,-10.0,-16.0,-16.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,8,40,-10.0,-10.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,9,44,-11.0,-11.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,10,48,-11.0,-11.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,11,52,-12.0,-12.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,12,56,-12.0,-12.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,13,60,-12.0,-12.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,14,64,-12.0,-12.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,15,68,-12.0,-12.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,16,72,-12.0,-12.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,17,76,-12.0,-12.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,18,80,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,19,84,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,20,88,-15.0,-15.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,21,92,-16.0,-16.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,2,22,96,-16.0,-16.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,3,1,12,-14.0,-14.0,-14.0,-14.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,3,2,16,-14.0,-14.0,-14.0,-14.0
